Temperature,Vibration,Power_Usage,Humidity,Machine_Type_Lathe,Machine_Type_Mill,Temperature_rolling_mean,Vibration_rolling_mean,Power_Usage_rolling_mean,Humidity_rolling_mean,PCA_1,PCA_2
0.8892157309027482,-0.7924020051220573,0.36918901379923913,-0.10228696870459879,1.0,0.0,0.16406216969213064,-0.6997370249341548,0.6403286101992296,-0.6570860436314521,-0.942348655898269,0.7706901584629953
0.6350200906613711,-0.9556202509422907,-1.2692191997969893,-0.2937590634228389,0.0,1.0,0.07707253671220302,0.17399476178646253,-0.4272444097605389,-0.6993909399564773,-0.2444755564933607,0.34937624925637295
0.820176365792309,1.3174475163702197,-0.8308473445367285,-0.3615796604300561,1.0,0.0,0.498499003822196,0.29237879136959727,0.277485416832384,-0.8486518346633772,1.0603551918454464,0.7445251908786171
-1.3271423739721944,-0.2403898219955773,0.46538331586435727,0.5259976805568184,0.0,0.0,0.09102116860935613,0.19372296740938913,0.7323692287953704,-0.3853030409785293,-0.10905434387559458,-1.2475015129029545
-1.6621760794186446,-0.22156637849805216,0.17041083688133415,-0.07829106558823494,0.0,1.0,-0.11992892791933421,0.37563949447383227,-0.4774980477892333,-0.21042357936797637,0.46101873884327443,-1.18906457850402
-0.2944855716948903,0.1239253523360695,0.5137102493310074,0.451475281679276,0.0,0.0,0.6284176239563501,0.9072786468235187,0.40918029196296146,0.3602054479358478,-0.2374232656221212,-0.3888883139715573
-0.09144310851525808,0.24909664115825036,-0.4699620529568007,0.1946018851446126,0.0,0.0,0.5653976354124637,-0.4958062512528129,-0.6898592992782614,-0.07410999870006577,0.2698995748190309,-0.2726658844183497
-0.8631926335806145,-0.6863284107474812,0.503408360183148,-1.3121763383533382,0.0,0.0,-0.14211375430701043,0.024330253176278127,0.012651527247765937,0.18490777696935634,0.38464451233281893,0.2205595488765912
0.26734730316413796,-1.1777885908325736,-0.6138021047739854,-0.5932237652117188,0.0,0.0,0.1638475129287414,-0.9835913699063505,-0.019771459732207397,-0.22091905059577116,-0.3358672289828735,0.37816390300772973
-1.62410770574583,-1.3951061145356927,-0.2957485442704566,0.4775497809952159,1.0,0.0,-0.0005271390690424482,-0.23063519307460414,-0.6667947865496922,-0.6322127426211239,-0.4513392823100661,-1.662015909341792
0.32610177253939215,0.13012913559726133,0.37261979598772277,2.0879128237223203,0.0,0.0,0.18666786883945918,-0.43108211144659325,0.9854348762417819,-0.22081821940419336,-1.2863814212077167,-0.9551930603173487
-1.2946575127840032,-1.4890842124773769,1.2072417603489067,1.9091181605981897,0.0,0.0,-1.2101835839719048,-0.38205256302680013,0.49087853858224817,0.5872433816066926,-1.9570657998699,-1.989409314475227
-0.7659942912385753,-0.630246793683106,-0.7024317703219904,-0.38883986564145107,1.0,0.0,-0.3833958088081455,0.43322667077521543,-0.15334212110035939,0.15951080233849865,0.3409149324181883,-0.5200979484890738
0.4494086494211843,-0.8255058750164753,-1.3245174358122869,-0.8440615370194318,1.0,0.0,0.7045073170802422,-0.4073606901796607,-0.8090751647193889,-0.33775147019294555,0.22496105501918479,0.5432687155675614
-0.937695056651146,0.39032423700095426,-1.8841229514339897,-1.5178732529975851,0.0,0.0,0.32621422298685043,0.45089869400285754,-0.22473799879760037,-0.2378249875221365,2.1188725645006845,-0.14325982733098333
-1.481626982438546,1.0661798162137759,0.2688028933386994,1.275413657508492,1.0,0.0,0.20374891486399954,0.06532881345584976,-0.4184122903155014,0.42549229013349155,0.4866255251996521,-1.7963943180666913
0.6397622953384797,-1.2686235355237037,-0.46374821475935096,0.5889463564086758,0.0,0.0,0.03530240459937519,-0.7834522064865281,-0.5680872662554184,0.3683680778711631,-1.2213305465601783,-0.04169776011226404
0.7040011657213864,0.3980688452648877,-0.23946273287135028,-1.279986437866117,0.0,1.0,-0.5456852711136133,0.2813919534194074,0.49672654804740446,0.23758929963413608,0.7663088268809778,1.2945407124958213
1.452848837518165,1.0235901771350515,0.3477673812552807,-0.19184181539804163,0.0,0.0,0.25289585914639107,0.04464762128950102,-0.3512103405551391,-0.09749812726436279,0.09946116357751357,1.3468126491658656
-1.1688398029639067,0.48687605456692407,1.55865336991726,-0.37439092358451387,0.0,1.0,-0.003541851024884757,0.4931140259128755,0.5738579806576033,0.18822005909214895,0.384952743523567,-0.308180629782327
0.17107410310686672,0.9071231060836706,0.23956940068865581,-2.102382854837193,1.0,0.0,-0.14645686003600952,0.233503446872731,-0.4094485050041733,-0.5397100014323083,1.5640369032290435,1.5232589209511262
-0.8997575111905387,0.11406232660374636,1.462718965882789,-0.5032028234246835,0.0,0.0,0.30101065471139676,0.5085578442270287,-0.34627988060318426,-0.4059139849494654,0.14099865595422556,-0.06465290208551641
0.10012537357438452,-0.9722642531860537,3.1578870593524972,1.0520849115964912,0.0,0.0,0.16291549844626713,-0.13136030117772415,0.8025908526618701,0.09910887112223565,-2.410947758528691,0.026228546450798716
-0.6058835025837322,1.250084681924926,-1.2019063830323857,-0.3324700852839394,1.0,0.0,-0.12808356967389517,0.5180428462758101,-0.13863429509906247,0.005314200776971067,1.6775676959591395,-0.4349433169668608
